Date,SKU,ChannelID,StatForecastUnits,SalesForecastUnits,ConsensusForecastUnits,ActualUnits
2026-12-01,V-CIT-12,CH-RET,166504,261823,247525,
2026-12-01,V-CIT-12,CH-CLB,90820,142812,135014,
2026-12-01,V-CIT-12,CH-ECM,45410,71406,67507,
2026-12-01,V-BER-12,CH-RET,112190,179562,169456,
2026-12-01,V-BER-12,CH-CLB,61195,97943,92431,
2026-12-01,V-BER-12,CH-ECM,30597,48971,46215,
2026-12-01,V-TRO-12,CH-RET,74758,81063,78541,
2026-12-01,V-TRO-12,CH-CLB,40777,44216,42841,
2026-12-01,V-TRO-12,CH-ECM,20389,22108,21420,
2026-12-01,V-CIT-24,CH-RET,86698,140060,132056,
2026-12-01,V-CIT-24,CH-CLB,47290,76397,72031,
2026-12-01,V-CIT-24,CH-ECM,23645,38198,36015,
2026-12-01,V-BER-24,CH-RET,68197,109533,103333,
2026-12-01,V-BER-24,CH-CLB,37198,59745,56363,
2026-12-01,V-BER-24,CH-ECM,18599,29873,28182,
2026-12-01,V-GIN-12,CH-RET,54134,59529,57371,
2026-12-01,V-GIN-12,CH-CLB,29528,32471,31293,
2026-12-01,V-GIN-12,CH-ECM,14764,16235,15647,
2026-12-01,V-MEL-24,CH-RET,52616,58286,56018,
2026-12-01,V-MEL-24,CH-CLB,28700,31792,30555,
2026-12-01,V-MEL-24,CH-ECM,14350,15896,15278,
2026-12-01,V-COC-24,CH-RET,53730,59624,57267,
2026-12-01,V-COC-24,CH-CLB,29308,32522,31236,
2026-12-01,V-COC-24,CH-ECM,14654,16261,15618,
2027-01-01,V-CIT-12,CH-RET,153050,171133,163900,
2027-01-01,V-CIT-12,CH-CLB,83482,93345,89400,
2027-01-01,V-CIT-12,CH-ECM,41741,46673,44700,
2027-01-01,V-BER-12,CH-RET,103228,111981,108479,
2027-01-01,V-BER-12,CH-CLB,56306,61080,59171,
2027-01-01,V-BER-12,CH-ECM,28153,30540,29585,
2027-01-01,V-TRO-12,CH-RET,69141,75540,72980,
2027-01-01,V-TRO-12,CH-CLB,37713,41204,39808,
2027-01-01,V-TRO-12,CH-ECM,18857,20602,19904,
2027-01-01,V-CIT-24,CH-RET,79040,87727,84252,
2027-01-01,V-CIT-24,CH-CLB,43113,47851,45956,
2027-01-01,V-CIT-24,CH-ECM,21556,23925,22978,
2027-01-01,V-BER-24,CH-RET,62944,69171,66680,
2027-01-01,V-BER-24,CH-CLB,34333,37730,36371,
2027-01-01,V-BER-24,CH-ECM,17167,18865,18186,
2027-01-01,V-GIN-12,CH-RET,49282,53881,52042,
2027-01-01,V-GIN-12,CH-CLB,26881,29390,28386,
2027-01-01,V-GIN-12,CH-ECM,13441,14695,14193,
2027-01-01,V-MEL-24,CH-RET,47131,52403,50294,
2027-01-01,V-MEL-24,CH-CLB,25708,28583,27433,
2027-01-01,V-MEL-24,CH-ECM,12854,14292,13717,
2027-01-01,V-COC-24,CH-RET,49031,53148,51501,
2027-01-01,V-COC-24,CH-CLB,26744,28990,28092,
2027-01-01,V-COC-24,CH-ECM,13372,14495,14046,
2027-02-01,V-CIT-12,CH-RET,154141,169558,163391,
2027-02-01,V-CIT-12,CH-CLB,84077,92486,89122,
2027-02-01,V-CIT-12,CH-ECM,42038,46243,44561,
2027-02-01,V-BER-12,CH-RET,103995,114787,110470,
2027-02-01,V-BER-12,CH-CLB,56724,62611,60256,
2027-02-01,V-BER-12,CH-ECM,28362,31306,30128,
2027-02-01,V-TRO-12,CH-RET,69123,75718,73080,
2027-02-01,V-TRO-12,CH-CLB,37703,41301,39862,
2027-02-01,V-TRO-12,CH-ECM,18852,20650,19931,
2027-02-01,V-CIT-24,CH-RET,79780,86867,84032,
2027-02-01,V-CIT-24,CH-CLB,43517,47382,45836,
2027-02-01,V-CIT-24,CH-ECM,21758,23691,22918,
2027-02-01,V-BER-24,CH-RET,63004,69924,67156,
2027-02-01,V-BER-24,CH-CLB,34366,38140,36630,
2027-02-01,V-BER-24,CH-ECM,17183,19070,18315,
2027-02-01,V-GIN-12,CH-RET,49949,54604,52742,
2027-02-01,V-GIN-12,CH-CLB,27245,29784,28768,
2027-02-01,V-GIN-12,CH-ECM,13622,14892,14384,
2027-02-01,V-MEL-24,CH-RET,46942,50970,49359,
2027-02-01,V-MEL-24,CH-CLB,25604,27802,26923,
2027-02-01,V-MEL-24,CH-ECM,12802,13901,13461,
2027-02-01,V-COC-24,CH-RET,49025,54813,52497,
2027-02-01,V-COC-24,CH-CLB,26741,29898,28635,
2027-02-01,V-COC-24,CH-ECM,13370,14949,14317,
2027-03-01,V-CIT-12,CH-RET,166263,185354,177717,
2027-03-01,V-CIT-12,CH-CLB,90689,101102,96937,
2027-03-01,V-CIT-12,CH-ECM,45344,50551,48468,
2027-03-01,V-BER-12,CH-RET,110699,122140,117563,
2027-03-01,V-BER-12,CH-CLB,60381,66622,64126,
2027-03-01,V-BER-12,CH-ECM,30191,33311,32063,
2027-03-01,V-TRO-12,CH-RET,72721,80600,77449,
2027-03-01,V-TRO-12,CH-CLB,39666,43964,42245,
2027-03-01,V-TRO-12,CH-ECM,19833,21982,21122,
2027-03-01,V-CIT-24,CH-RET,84217,91052,88318,
2027-03-01,V-CIT-24,CH-CLB,45936,49665,48173,
2027-03-01,V-CIT-24,CH-ECM,22968,24832,24087,
2027-03-01,V-BER-24,CH-RET,66995,73081,70647,
2027-03-01,V-BER-24,CH-CLB,36543,39862,38535,
2027-03-01,V-BER-24,CH-ECM,18271,19931,19267,
2027-03-01,V-GIN-12,CH-RET,52181,58328,55869,
2027-03-01,V-GIN-12,CH-CLB,28462,31815,30474,
2027-03-01,V-GIN-12,CH-ECM,14231,15908,15237,
2027-03-01,V-MEL-24,CH-RET,49102,54587,52393,
2027-03-01,V-MEL-24,CH-CLB,26783,29775,28578,
2027-03-01,V-MEL-24,CH-ECM,13391,14887,14289,
2027-03-01,V-COC-24,CH-RET,51594,56636,54619,
2027-03-01,V-COC-24,CH-CLB,28142,30892,29792,
2027-03-01,V-COC-24,CH-ECM,14071,15446,14896,
2027-04-01,V-CIT-12,CH-RET,172242,190217,183027,
2027-04-01,V-CIT-12,CH-CLB,93950,103755,99833,
2027-04-01,V-CIT-12,CH-ECM,46975,51877,49916,
2027-04-01,V-BER-12,CH-RET,116062,126295,122202,
2027-04-01,V-BER-12,CH-CLB,63307,68888,66656,
2027-04-01,V-BER-12,CH-ECM,31653,34444,33328,
2027-04-01,V-TRO-12,CH-RET,76244,83986,80889,
2027-04-01,V-TRO-12,CH-CLB,41588,45810,44121,
2027-04-01,V-TRO-12,CH-ECM,20794,22905,22061,
2027-04-01,V-CIT-24,CH-RET,87685,96117,92744,
2027-04-01,V-CIT-24,CH-CLB,47828,52428,50588,
2027-04-01,V-CIT-24,CH-ECM,23914,26214,25294,
2027-04-01,V-BER-24,CH-RET,68503,74511,72108,
2027-04-01,V-BER-24,CH-CLB,37365,40642,39332,
2027-04-01,V-BER-24,CH-ECM,18683,20321,19666,
2027-04-01,V-GIN-12,CH-RET,54222,59546,57416,
2027-04-01,V-GIN-12,CH-CLB,29576,32480,31318,
2027-04-01,V-GIN-12,CH-ECM,14788,16240,15659,
2027-04-01,V-MEL-24,CH-RET,49567,55259,52982,
2027-04-01,V-MEL-24,CH-CLB,27037,30141,28899,
2027-04-01,V-MEL-24,CH-ECM,13518,15071,14450,
2027-04-01,V-COC-24,CH-RET,53674,58181,56378,
2027-04-01,V-COC-24,CH-CLB,29277,31735,30752,
2027-04-01,V-COC-24,CH-ECM,14638,15868,15376,
2027-05-01,V-CIT-12,CH-RET,181408,199834,192464,
2027-05-01,V-CIT-12,CH-CLB,98950,109000,104980,
2027-05-01,V-CIT-12,CH-ECM,49475,54500,52490,
2027-05-01,V-BER-12,CH-RET,119806,131287,126695,
2027-05-01,V-BER-12,CH-CLB,65349,71611,69106,
2027-05-01,V-BER-12,CH-ECM,32674,35806,34553,
2027-05-01,V-TRO-12,CH-RET,79267,87735,84348,
2027-05-01,V-TRO-12,CH-CLB,43237,47855,46008,
2027-05-01,V-TRO-12,CH-ECM,21618,23928,23004,
2027-05-01,V-CIT-24,CH-RET,91252,99018,95911,
2027-05-01,V-CIT-24,CH-CLB,49774,54010,52315,
2027-05-01,V-CIT-24,CH-ECM,24887,27005,26158,
2027-05-01,V-BER-24,CH-RET,72078,80041,76856,
2027-05-01,V-BER-24,CH-CLB,39315,43659,41921,
2027-05-01,V-BER-24,CH-ECM,19658,21829,20961,
2027-05-01,V-GIN-12,CH-RET,56277,62963,60288,
2027-05-01,V-GIN-12,CH-CLB,30696,34343,32884,
2027-05-01,V-GIN-12,CH-ECM,15348,17172,16442,
2027-05-01,V-MEL-24,CH-RET,51131,57089,54706,
2027-05-01,V-MEL-24,CH-CLB,27890,31139,29840,
2027-05-01,V-MEL-24,CH-ECM,13945,15570,14920,
2027-05-01,V-COC-24,CH-RET,55434,62037,59396,
2027-05-01,V-COC-24,CH-CLB,30237,33838,32398,
2027-05-01,V-COC-24,CH-ECM,15118,16919,16199,
2027-06-01,V-CIT-12,CH-RET,189441,204601,198537,
2027-06-01,V-CIT-12,CH-CLB,103331,111600,108293,
2027-06-01,V-CIT-12,CH-ECM,51666,55800,54146,
2027-06-01,V-BER-12,CH-RET,125378,136994,132347,
2027-06-01,V-BER-12,CH-CLB,68388,74724,72189,
2027-06-01,V-BER-12,CH-ECM,34194,37362,36095,
2027-06-01,V-TRO-12,CH-RET,81489,90173,86699,
2027-06-01,V-TRO-12,CH-CLB,44449,49185,47291,
2027-06-01,V-TRO-12,CH-ECM,22224,24593,23645,
2027-06-01,V-CIT-24,CH-RET,94391,103430,99815,
2027-06-01,V-CIT-24,CH-CLB,51486,56416,54444,
2027-06-01,V-CIT-24,CH-ECM,25743,28208,27222,
2027-06-01,V-BER-24,CH-RET,74623,82038,79072,
2027-06-01,V-BER-24,CH-CLB,40703,44748,43130,
2027-06-01,V-BER-24,CH-ECM,20352,22374,21565,
2027-06-01,V-GIN-12,CH-RET,58816,65846,63034,
2027-06-01,V-GIN-12,CH-CLB,32082,35916,34382,
2027-06-01,V-GIN-12,CH-ECM,16041,17958,17191,
2027-06-01,V-MEL-24,CH-RET,52731,57485,55584,
2027-06-01,V-MEL-24,CH-CLB,28762,31356,30318,
2027-06-01,V-MEL-24,CH-ECM,14381,15678,15159,
2027-06-01,V-COC-24,CH-RET,57358,62382,60372,
2027-06-01,V-COC-24,CH-CLB,31286,34027,32930,
2027-06-01,V-COC-24,CH-ECM,15643,17013,16465,
